ell,Dl,errDl
6.307443589307835,590.2808359073563,73.29666997659479
18.405861102886643,714.9885564547192,53.79384123683335
27.07494967274049,921.1089405622769,56.04664929642438
37.02714882225143,1171.5927018345237,61.19974723404464
47.318413826826166,1282.8584158926312,59.406349498360335
57.0308977145229,1473.1841185773574,62.01060812796278
67.49659381392249,1731.7338367133982,66.60765821171647
77.5519745126164,2023.6746660132396,73.26473661764457
87.16543640229551,2244.010106601669,76.07278002785593
97.21408081612577,2463.2980194316674,79.17808718332806
107.39063750123744,2871.003981962536,87.84293167285558
117.01740364792734,3128.9584337547426,92.37769025064746
127.50033006270904,3477.680400505952,97.4102982949877
137.88137576896892,4004.812147238371,102.73086507359207
148.30913010241756,4210.445905831447,109.40198497547003
158.30013974692454,4445.709104370855,111.82505265842875
168.40050457043458,4860.279772782418,118.52932550544283
178.61374021386294,4912.724943760892,116.44427741807324
188.38286790637252,5333.6082372284,122.95382447286485
198.294940203291,5320.015117812823,119.53143385577872
208.5011898314394,5344.446518222164,117.04406568172011
218.42580104728034,5567.755067235951,119.16330197166495
228.47069937837054,5419.755569444566,113.39429194258636
238.56572171535774,5431.583263885597,111.28759584476084
248.60920860679292,5263.201555826226,105.7456677107908
258.35798112118573,5085.241031013018,100.1244687373314
268.4970086747599,4747.9921967137825,91.81491781303953
279.1412250515223,4541.271648303681,82.12790095239622
289.65661245272025,4081.9017074707185,75.97869143831494
299.69051438298305,3900.779320884158,71.34082421092225
309.8011568968906,3458.250105813657,62.31940520887895
319.69012271167423,3233.933097835923,57.29251891135547
329.80925780752017,2924.2976159291707,51.0077590962728
339.6610224502951,2612.554263766778,44.87144266099585
349.5618066113402,2366.665771255578,40.01905206590624
359.62006611617227,2182.4779465166994,36.41396735603882
369.50569484416445,1959.8941759202598,32.23040955965131
379.7323756204151,1844.0488367706616,29.96359525374166
389.50386437761966,1699.0295592142268,27.23259013984032
399.60559221010544,1649.7296236453726,26.094076382751336
409.49655318323295,1621.5587502507422,25.338107883374544
420.02495866835466,1636.044852080798,24.06722142713484
430.49037138124174,1683.1340217082509,25.664784824958854
440.34754375086004,1712.5033097013754,25.837599892140535
450.21075727890513,1773.4833135762608,26.455373627115968
460.3002427368841,1943.4318794294127,28.670456983386472
470.5161318822726,2020.5105473650747,29.459399005547482
480.5120162671319,2095.1810876677478,30.263108288057836
490.46252821476855,2198.7499317976985,31.42976521497165
500.3247296885858,2211.663566222987,31.294674916025063
510.624512387319,2300.666898953024,32.21855078876589
520.5141475360647,2335.3844465579946,32.38373332260218
530.4534261975967,2315.835292742673,31.81748087020929
540.5147273230414,2238.593436694745,30.45732766639011
550.4632607171626,2270.9988358552278,30.61903499556357
561.0157864077504,2274.731998723889,28.953759677745303
571.578197679768,2165.709588561659,28.678148999489114
581.5807198303434,2126.729667213266,27.8958612586621
591.7404849983101,1984.8399130787896,25.834544533130686
601.6219662200417,1923.3378585768905,24.829784316318207
611.5946926603878,1836.9399492238217,23.512998714265926
621.6166109737443,1740.7813864198008,22.09813113255432
631.6050685838915,1675.2448813545984,21.09326781093754
641.6795448851924,1609.7730416601332,20.109703977974732
651.5022409204407,1559.7365888569416,19.32294639994479
661.5321500265196,1560.2823072051372,19.17953034867745
671.5776774194618,1537.9317603778002,18.76863914313271
681.5436338891034,1502.8829239522456,18.21229291741008
691.9394405997949,1544.8122003007459,17.7137693861706
702.5437797361434,1536.716680918542,18.334020782619668
712.4976825391609,1567.1871605660392,18.577284921089284
722.416625797745,1622.7498415105333,19.102970837509595
732.3509726332725,1645.6851770988856,19.23463347854927
742.3162116458385,1745.3852299100618,20.271270704211396
752.4819324447401,1793.2746561834888,20.68419060077315
762.5692749436074,1846.9684352599281,21.153173030715138
772.4879152380661,1890.7660508189117,21.517977404410807
782.3922645623273,1889.7145987756512,21.367852692253518
792.5176918615578,1934.99574944703,21.733885293662997
802.5059839469532,1966.3741847438068,21.95837336216463
812.5183493266676,1935.161965006096,21.470538576463824
822.4974055155081,1943.1013889031303,21.426630765298867
833.0843095106136,1881.4427282778786,19.659281520882526
843.5294252512745,1853.7676982002652,20.196383678637957
853.5585924299392,1805.5488935237322,19.54282577332478
863.5311239716078,1720.4563751729,18.515620128419517
873.5787862552615,1612.428459657335,17.255736996423312
883.4743806170322,1542.6100020350623,16.413370592751544
893.6606165514141,1454.923954412956,15.395913719806217
903.5480258609317,1366.3847554210442,14.379632570465482
913.5381632108381,1262.3473606093942,13.20786287530772
923.7068283824245,1179.5922321697035,12.282338179027757
933.7765490701019,1091.6665181250835,11.312578169614257
943.7587397301793,1009.2336781462723,10.400022736473508
953.5085272479673,960.0848749874048,9.832451902247325
963.5500933038709,886.1350043144357,9.029691127638934
974.1423781626632,825.0537582457359,7.975734207427299
984.5497971755037,783.3343030677322,7.894421414634934
994.5343069387976,750.5626766131987,7.528026647508364
1004.4918626535643,739.8991463781356,7.382656824893248
1014.5360614753093,741.1560708649184,7.359870340239204
1024.4767849301306,722.1879359870335,7.134286045567383
1034.515490182509,732.5215765481272,7.201494579892554
1044.4846832504309,729.1784597082305,7.136832059881109
1054.4569494354384,751.8236073449144,7.32387163090883
1064.4902129489417,758.6753536318062,7.356399789007851
1074.4723617037212,755.8331185581677,7.293330452443159
1084.4820910903702,777.0545723961644,7.464123838290344
1094.5945189048748,780.7703514923654,7.464529032097296
1104.5172308523615,789.9879337327782,7.518720442207116
1115.0446064189207,790.4291687075323,7.137624834968394
1125.5258651678255,788.953164519355,7.43605946632355
1135.5078747490888,766.8680805645126,7.195649946131305
1145.5359907992645,760.1648587759148,7.102129121361441
1155.5365309654294,753.862669316773,7.0146901638755645
1165.5387352480814,722.4480202945978,6.6930714729141325
1175.4964911139173,703.841026860832,6.4921380404113
1185.564793291296,681.0199667073756,6.254984737536534
1195.6170284143075,644.3568389436915,5.894403002327872
1205.5967755779423,613.8554455322434,5.592130949164589
1215.4470524565072,587.3749972102398,5.328092904186262
1225.5644055192622,565.1504016345154,5.104779334645205
1235.492912203569,540.9153067350308,4.866749988614195
1245.612109478372,511.608235917051,4.585757345691366
1256.0436875680994,487.99113096565856,4.1530351650432955
1266.5526858119836,467.89448808835255,4.157897506362201
1276.5720805682768,456.7438827268509,4.043854281483577
1286.5432179777465,443.8471072059012,3.9135133789751277
1296.609037859025,436.29001296381693,3.8342199274428856
1306.498452977567,422.8638078788436,3.6992456873659503
1316.5179714503308,420.22018116209057,3.662066017732405
1326.5163242263625,419.86318310156577,3.6454933457422745
1336.5104867671603,424.7584752798695,3.6741578756298527
1346.3933745814338,421.0459135397216,3.6306425159936846
1356.484072022789,424.48568174014366,3.64521535460267
1366.4916590565322,429.2023933329383,3.671844691752515
1376.5990100234708,424.22701740492573,3.6165376453555322
1386.8919029387232,433.6259094336478,3.5119301885973386
1397.515154805542,441.1213456193967,3.7319221578190835
1407.5142912999204,437.70010503893036,3.6893561788862637
1417.4829035300668,432.9127294632087,3.6363765891666664
1427.5543538465163,423.287016196207,3.5435709205420762
1437.5591343246854,422.32775184336634,3.5228952220678043
1447.621939660166,420.2042251757137,3.4941190212073723
1457.4977492550743,408.31860616390816,3.382005808198593
1467.513495259967,400.73057983790153,3.307951227147951
1477.5547026945187,384.13255179208795,3.160185547896318
1487.4880076971824,382.4638842374605,3.1358484133752764
1497.5437903256393,364.11011417928665,2.975349457957136
1507.591579316323,350.4815913329088,2.8548275908047986
1517.557341374471,333.97593545323025,2.711632338241002
1528.0921987216855,312.23525716907045,2.409123589484131
1538.5270767249233,304.4213283553663,2.4545271313871244
1548.6531929165358,290.3191186936058,2.3339575896871882
1558.5628044386062,278.92672338047925,2.234567095677222
1568.596889773327,269.44585467759026,2.1515795891697183
1578.5276428385177,257.9308538081556,2.0529684237390344
1588.5205799421635,252.28396708032272,2.0018233546995403
1598.6570481983895,244.79102857718684,1.9371096857680796
1608.5561552308195,239.17766104792415,1.8863554642581368
1618.5314679203514,235.53175786376102,1.8512316451403823
1628.5239727815233,231.7493584544683,1.8159589179640303
1638.563910411097,233.325868542309,1.8228070212749166
1648.5043444131936,230.09989470491348,1.7925994522014252
1658.3933363107278,232.4671875647801,1.8054894019935834
1669.0172296662877,229.2940965688679,1.6926733750176362
1679.5288020152684,229.9843932052675,1.7745188024228193
1689.4434773759208,228.46839765688034,1.7584540775300785
1699.4890858080744,228.13057454265635,1.7501270185241022
1709.4846352317759,229.67567539557953,1.756646017349071
1719.4812479713955,227.29456799620422,1.7335558899480477
1729.4879882675643,228.28836249834714,1.736210279830385
1739.4918947259732,229.08464073420873,1.7371117021289675
1749.5710697643995,226.1575749653876,1.7099350308966108
1759.5406489020502,221.16939463941597,1.6676191127521385
1769.4852420929244,223.61330217362993,1.6809685934325023
1779.5829819030234,221.0228297420102,1.6573224282087724
1789.5315743014314,220.4789952684229,1.6483679261385682
1799.5625888128898,217.70476288910817,1.6231928491445429
1810.0317643906812,215.79037879426198,1.5296311536103167
1820.5447381746976,211.72773088431288,1.5691848952752583
1830.596349421233,208.2836665673299,1.5397113572242924
1840.4858362817195,202.91789137151662,1.495878154760399
1850.5257987156513,204.04391555376966,1.5000411285898299
1860.5518378602487,199.53169742267607,1.4628611278357546
1870.5233802615223,198.49012039880736,1.4514994688131064
1880.5168586620198,194.88168763381756,1.4211705083407322
1890.4290899649168,194.75398186325225,1.4164312454288588
1900.4671974901307,193.36865162940364,1.4028122902138236
1910.4562731364313,191.84000862548737,1.3883351028246014
1920.4931212565632,195.86075104775512,1.4132335510414973
1930.5426948912518,193.35476105758744,1.3918905256368683
1941.0547869570262,196.02044779275326,1.341710507699859
1951.4707680957238,194.3008708618107,1.3908612301806673
1961.4617850559086,196.1490890259059,1.4007644644336028
1971.4953011857617,195.62386028074607,1.3933329639707699
1981.4682067674953,197.63685818192224,1.4040152904233072
1991.565986152142,195.67081982455397,1.3870031189424623
2001.5703181796491,197.4357822676069,1.3956925829865616
2011.5029987476064,195.44659356247226,1.378232306709335
2021.4491342818771,195.75177365545213,1.377156809210597
2031.4682984678523,201.64357737214053,1.4148042312054256
2041.4912336058628,196.06392500054585,1.3724571173005655
2051.4837990186265,197.4087737001796,1.3785897992874927
2061.4599706260888,202.16513706360948,1.4080849963000555
2071.4996417626653,201.63329542363584,1.400955833993312
2081.9809271499444,200.89412942548515,1.3274208973121704
2092.4596603413424,203.4705149706069,1.4066934845363719
2102.4879902681582,200.9837023716375,1.3865337812721654
2112.5155774734894,197.50160557795306,1.3589444735557807
2122.516944769306,198.92975869416694,1.3654969299825845
2132.5453023581094,197.4991380995176,1.3527138784307267
2142.4874296834073,197.5225438028543,1.349542336691194
2152.554327099766,198.56365584153974,1.3534652113847954
2162.4614228776536,198.31716554879807,1.3487360234728998
2172.4771892855715,196.47687411170207,1.3333165897044694
2182.5432140279586,197.18344919627458,1.3349839178883616
2192.45697976606,196.21458785141473,1.3253551148170397
2202.5136320101024,201.51362969913671,1.3577721744754463
2212.44817052241,198.50398964816358,1.3346021186454833
2222.982275272926,199.03042946595073,1.2728080885648483
2233.469920155207,200.6191390847756,1.3427558540325077
2243.5161621430784,203.5507277652084,1.3589772659217834
2253.503390696926,202.12371268523648,1.3465503387172393
2263.593801809505,202.15727565345827,1.3438488873613577
2273.3842341246072,204.14973751863386,1.35431269178446
2283.573690204904,203.95290616432746,1.3499449431307313
2293.521217104371,206.35326912395084,1.36255350439318
2303.470948634475,206.7984701407856,1.362552220528673
2313.477569333493,205.05893510595723,1.348567759722928
2323.518590176891,204.1662298246886,1.3394728662118338
2333.4191751062026,205.98588357630967,1.3486112918980728
2343.38559330395,209.13306709815777,1.3665078676758367
2353.4821723408986,210.26735246818583,1.3705746941969186
2363.971392043825,208.41608077815033,1.2925509665983692
2374.5118377249873,212.986253301798,1.3821328018155061
2384.5012801013568,211.98368460180643,1.372729976193209
2394.5503829056966,212.09443397130812,1.3707749987939986
2404.5023883135523,215.37681636211556,1.3891074829856327
2414.567326290873,213.57132599484117,1.374667413855762
2424.467317078867,215.36140626753055,1.3832926363954856
2434.488584663196,216.0129702177774,1.3844129327281847
2444.5240061678073,218.347494819603,1.3966554219730374
2454.509425487917,218.06019892615882,1.3921772135120485
2464.483554320918,218.73346416279756,1.3934058129293434
2474.47364724876,219.10392967222714,1.3929936638518174
2484.458848298123,222.34200872807313,1.4107898354079822
2494.5073026178056,221.65421707233887,1.4033562060265425
